"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
257170400,1501098768,38055332,4709523,78,0,115,0,0,"BAHOLM","LHGI",50,11,6,5,2,15,"DYRNESVAAGEN",502686
244700755,1501098790,31433255,3041979,2386,81,511,0,0,"FLEVOTRANS","PD2787",79,70,15,2,7,4,"DORPEN",494848
412459690,1501098765,14671971,70842524,2177,0,511,0,0,"LU XING","",69,9,28,7,3,16,"DADAN",0
244700279,1501098785,30938577,4349547,0,0,511,9,0,"ISABEL","PB7708",79,75,15,5,5,2,"LUNEN",686970
211486980,1501098747,30806381,4004511,2696,0,511,0,0,"EILTANK 38","DJ2135",80,71,15,3,7,20,"DEDUI9998TDOCKX00001",480079
244020757,1501098783,31186823,3000188,2718,76,511,0,0,"WAALSTROOM","PG5558",99,70,10,4,5,26,"NLMIL00101CITYX08665",387200
258477000,1501098764,42031782,12521730,703,157,69,0,5424562,"LOFOTEN","LIXN",60,36,52,7,7,50,"KKN NO",516544
244780521,1501098587,35362118,6702754,3600,0,511,0,0,"SWAY","PB3381",0,16,4,2,3,2,"WOUDRICHEM",506816
244650937,1501098764,31451514,2913360,3600,0,511,0,0,"BELUGA","",0,0,0,0,0,0,"",
413766854,1501098806,19185948,72262456,0,0,511,5,0,"SU WU XI YOU 16818","0000000",80,9,30,3,4,9,"ZHANGJIAGANG",1596
244790709,1501098780,31111403,3492697,0,0,511,15,0,"ZOMP","PD2212",99,15,5,3,3,0,"",1596
257658800,1501098809,38190120,5279090,2085,0,511,0,0,"FROY TERRIER","3YDP",52,6,9,3,2,25,"JAKVIKA",1596
257109540,1501098740,38906144,6375498,3600,0,511,7,0,"ANTON JUNIOR","LM6676",30,3,7,2,2,20,"ROERVIK",101406
441632000,1501098673,21265920,83804170,3096,1,207,5,9550175,"SKY AURORA","DSQN2",70,86,16,9,9,60,"JP YOK/AS",512384
309801000,1501098064,32794832,8235777,3318,129,332,0,8420842,"WOLIN","C6WN4",60,40,149,11,13,59,"SWIN=TRELL=SWIN",513472
257785500,1501098755,36088541,3227884,1,0,511,0,9394038,"FOX CHALLENGER","LEJJ",52,10,20,4,6,30,"VHF CH 16",444800
257413500,1501098770,40849518,7900992,0,0,511,7,0,"RINGSKJAER NORD","LGHT",30,16,3,4,2,27,"FISHING GROUND",1596
257387400,1501098771,37642560,4319109,3539,0,348,5,7804998,"STRYN","LIID",60,41,42,15,1,32,"SOLSNES-AAFARNES",511299
257214140,1501098790,39613192,7345237,2633,0,511,15,0,"EMILIAN","LG2126",30,4,6,2,2,10,"HOME",1596
413436760,1501098688,17934115,73239669,2208,0,40,0,0,"YONGGANGZHONGLIAN17","",52,14,24,3,7,45,"NING BO PORT",335872
205342590,1501098725,30655705,2209724,0,0,511,0,0,"RETRO","OT3425",79,57,10,5,3,20," ANVERS\_:",1596
244890394,1501098798,31455146,2901618,3394,0,511,0,0,"AMAZONE","PC5786",80,25,8,2,4,20,"BREMERHAVEN",586131
259257000,1501098794,37484857,3692589,817,0,84,5,9801536,"GODOEY","LECJ",40,15,20,4,7,15,"RUTE HAREID-ALESUND",240418
257927000,1501098789,40842893,8121536,1960,0,283,15,9684536,"BALLSTADOEY","LFGX",30,22,13,7,3,56,"",0
224440330,1501098771,23737854,1582119,878,0,511,3,9443279,"R_SOFIA","EBYW",52,12,12,4,6,47,"PALMA",258624
431000609,1501098532,20766485,81025171,3013,82,306,0,9512458,"KINEI MARU NO.12","JD2760",70,68,15,6,7,47,">JP HIM",514432
311783000,1501098800,34848853,4069349,710,0,511,0,9165023,"RAMFORM VALIANT","C6TU7",0,35,51,19,21,0,"",1596
257660500,1501098791,42017435,11215167,2417,0,511,7,0,"SKOGSFJORDINGEN","LK4662",30,3,12,3,2,25,"WHO KNOWS",1596
257274000,1501098791,41311219,9894841,3156,0,146,0,9418808,"LAUVSTAD","LATK",60,32,32,6,8,27,"STORNES-BJOERNERAA",0
257092640,1501098801,34858339,3951549,1334,0,210,0,0,"ELDORADO","LK7369",30,3,9,2,2,0,"LISTA",0
263875960,1501098484,23205538,-5590668,2006,0,511,5,0,"KNOT EASY","CRA2984",37,3,5,2,2,0,"",1596
219014266,1501098718,33417472,7567579,1641,0,511,0,0,"TANGLOPPEN","XPE2394",53,6,2,2,2,0,"",0
412434120,1501097571,18244580,73568110,57,88,357,0,0,"HUA CHEN 168","BKJN",80,65,20,5,7,36,"TAI ZHOU",472256
255805839,1501098729,22775300,14160600,1220,0,212,5,9297606,"VISITOR","CQBK",71,126,9,13,9,86,"PIRAEUS",512704
257866670,1501098693,35406190,6610710,3600,0,511,0,0,"STELLA","LJ5770",37,9,2,2,2,0,"",
413831476,1501098152,18855804,72886803,1072,0,107,0,0,"YU XIN YU 13898","TSTAISB",70,50,16,5,6,42,"C S",0
636091630,1501098767,-3164307,6802641,2916,85,290,8,9421790,"HELLESPONT DRIVE","A8QP8",90,16,58,13,3,50,"PNR OFFSHORE",512192
219000217,1501098757,34458593,6326555,2771,0,511,5,0,"SOELOEVEN","OVDN",35,20,34,4,5,36,"",473543
367014480,1501098804,20260312,-70932242,2056,1,511,0,0,"DURANGO","WDC38O7",52,0,0,0,0,50,"SHIFT IN HARBOR",0
247060900,1501098797,31227480,2221926,2690,123,511,0,9231171,"ZAGARA","IBBQ",89,148,32,8,24,70,"BEANR",513502
244660480,1501098806,30753542,2639019,1872,2,511,0,4205880,"LEEUW","PB4437",79,73,0,4,4,0,"DINTELHAVEN",346542
212109000,1501098652,29028744,-2683021,372,0,131,5,9048287,"CEMVALE","C4JW2",70,78,10,7,7,65,"BREST",512704
636012630,1501098691,31100640,-4956710,210,0,206,5,9333656,"ICE FIGHTER","A8GR3",80,191,37,20,12,80,"WHITE GATE,IRELAND",511424
413930451,1501098213,17987492,73276880,0,0,480,0,0,"FENG HUANG DAO 3","",0,0,0,0,0,0,"",
563028570,1501098587,776518,62252354,2658,1,511,0,0,"JUPITER 2","",0,0,0,0,0,0,"",
244630415,1501098728,31449067,2897703,2944,0,281,5,9760380,"LADY ALIDA","PBFF",70,79,9,6,8,38,"AMSTERDAM",513024
257649500,1501098763,40730365,7824938,349,34,511,1,0,"NYSTRAND","JWOC",30,18,3,3,3,0,"",1596
413801621,1501098717,13744826,68138306,0,1,511,0,0,"YI  HE  LUN","BEHX",71,0,0,0,0,55,"SHANG  HAI",408192
412330290,1501098800,22755976,72435598,0,0,511,8,0,"HAI SHEN 16","",60,8,26,3,3,16,"",0
235027028,1501098664,35549008,5639169,165,0,511,0,0,"ARLETTE","MJBM4",37,8,2,1,3,15,"",652625
412479460,1501098605,13766480,68167528,342,0,28,0,0,"YALONGTUO1","00",31,39,11,12,3,0,"P",0
413694930,1501097509,18299418,73569175,22,100,511,0,0,"JIHANG128","BVMC5",70,114,26,8,12,80,"QINGDAO",517376
304285000,1501098495,23240093,-5461618,2307,0,205,5,9139115,"F.ARSLAN V","V2MA5",70,93,8,14,3,65,"LISBON",508928
533170222,1501098801,790137,62189983,2616,0,222,8,9692870,"PELICAN GOOD","9MQU4",65,25,13,5,3,16,"SINGAPORE",350686
316005765,1501098796,31104882,-76981320,2393,19,227,0,0,"STRAVAIGER","",36,8,4,3,1,0,"",
538003809,1501097303,18646734,73937267,935,123,94,0,9449510,"PAN GLORIS","V7TH8",70,155,25,20,8,71,"OITA JAPAN",518912
210439000,1501098561,13593640,72132120,1600,1,42,1,9294549,"NORDWOGE","C4FF2",71,167,43,5,25,71,"TW KHH",519616
257196940,1501098790,37405173,3363189,2723,0,89,15,0,"SIWA","LK9126",30,5,7,2,2,0,"",1596
257832500,1501098760,40847884,9792179,2340,0,283,0,0,"AQS HERMOD","LG9435",70,4,11,5,5,20,"CH16",69180
357774000,1501098360,18682277,73570360,2844,0,243,1,9240419,"GAS COURAGE","HOGG",80,195,30,13,23,90,"TAICANG",510720
258312000,1501098788,36372393,2913718,2705,0,154,0,9348716,"TENAX","LDYI",52,19,19,7,7,69,"STURE-FEDJEOSEN-STUR",1596
244050844,1501098798,30030780,-2508210,2600,101,261,0,9772577,"ARKLOW VANGUARD","PDAY",70,75,12,7,8,61,"RINGASKIDDY",514752
338187785,1501098538,27452538,-50714691,3237,334,511,0,0,"MMR-31955","",0,0,0,0,0,0,"",
431000619,1501098795,20790330,81274349,2982,0,511,0,0,"SANTAMARIA","JI3409",60,8,37,4,8,28,"JP OSA 2T:TENPOZAN",0
353578000,1501098263,16713241,-70881394,1287,139,125,0,9518191,"KEY NAVIGATOR","3FAY2",70,203,26,22,10,120," PANAMA CANAL",531904
244030940,1501098805,31089948,2808841,3600,0,511,0,0,"WITTE DE WITH","CV716",79,13,24,4,5,16,"ALBLASSERDAM:KADE",442949
272726000,1501098179,28037011,19160744,1408,33,511,0,0,"BREEZE-1","UUAY5",31,6,25,2,7,0,"",
211530420,1501098696,31508659,8045677,0,0,511,5,0,"VERA","J080",69,7,15,1,3,0,"BERLIN",67584
412452640,1501098545,15124980,71376710,1908,0,511,0,0,"NAN SHAN 128","0",70,47,10,6,3,40,"JZETANG",621952
244700498,1501098804,31169509,2436857,3600,0,511,0,0,"TOURMALINE","PB7936",80,100,10,2,6,40,"BEAAA00023DOCKX00001",162235
246584000,1501098807,31907230,3248680,3390,0,72,15,9479278,"RWS 76","PH4726",99,11,13,3,3,0,"",1596
259526000,1501098796,35892231,3159562,2995,0,317,0,9125633,"MANON","LJOD",30,35,35,7,7,78,"RUBBESTADNESET",469760
257333700,1501098751,35935152,6431833,3600,0,511,0,0,"NY VIGRA III","LHVV",69,3,19,3,3,0,"",555904
231803000,1501097583,35014550,6868464,3298,0,265,5,9108752,"BOSS","OZ2112",52,18,18,3,9,50,"BROFJORDEN",439582
244660684,1501098803,31197750,3607715,2349,58,511,0,0,"SENTINELA","PD7499",70,62,10,5,3,30,"HENGELO",113024
563026830,1501098658,784335,62252374,2166,0,511,0,0,"OPL 116","",0,0,0,0,0,0,"",0
574002680,1501098761,9642749,64955725,2474,1,68,5,9291200,"NHA BE 08","3WPL9",80,81,24,5,12,65,"DANANG",512128
257667800,1501098791,42536688,15347529,1935,0,511,0,0,"JENS","LG8316",99,4,10,2,5,25,"HONNINGSVAAG",527262
367665920,1501098802,28695173,-73470937,3464,96,511,0,0," SUNNYBEACH 2","",0,0,0,0,0,0,"",
538005015,1501098634,22594503,72181284,1499,0,353,5,9638551,"NAVE RIGEL","V7AK4",89,188,40,20,12,85,"LONGKOU,CHINA",511104
211592170,1501098652,32115539,5979853,0,0,177,5,8616245,"TWISTER","DHQI",52,8,16,4,4,36,"HAMBURG",476190
503514000,1501098513,26187830,4294710,10,2,86,1,1007964,"MY ILONA","VJN3432",37,37,37,6,6,38,"ST LAURENT DUE VAR",512512
257169200,1501098763,35805766,6364382,2649,0,511,0,0,"OSCARSBORG 2","JWAJ",60,10,16,3,3,0,"",1596
257325400,1501098808,39618420,7585760,1642,136,161,5,9035175,"MOEYSALEN","LGEV",60,42,42,8,8,40,"SANDSSJ DONNA LOKTA",851456
212017000,1501098642,3362014,14986,3330,18,230,1,9204374,"BLACK STAR","C4ST2",52,6,31,4,7,49," TEMA",672960
413355950,1501098143,12047198,66164104,0,0,511,1,0,"JIN CHANG SHUN","",70,79,20,8,8,55,"HAIKOU",512384
338134272,1501098688,27361395,-73593911,1021,0,511,0,0,"INSATIABLE","",0,0,0,0,0,0,"",
235094269,1501098630,34284020,-1246530,880,0,88,5,9639359,"HIGHLAND CHIEFTAIN","2FUD2",90,9,69,8,8,50,"ABERDEEN",512001
247081650,1501098794,27191088,7632154,2381,65,511,0,0,"OBBEDISCO","IMMI",30,11,16,2,5,0,"",67649
265389000,1501098760,34624069,6996205,0,0,21,3,0,"KBV 303","SHQK",55,10,11,3,2,12,"",1596
312284000,1501098806,20241844,20292798,2187,111,200,0,8872801,"LUCKY JOY","V3YC7",70,89,21,14,4,50,"DAMIETTA",515200
338108125,1501098806,22674303,-73372888,2106,0,511,0,0,"LANA","WDB2809",60,3,16,3,3,0,"",1596
413371130,1501098176,17754022,73320856,1806,1,104,0,0,"LUQIAOJIANSHETONG1HA","",70,40,32,12,10,0,"",
367070510,1501098651,21279641,83816847,2632,0,511,5,8036586,"BLUEFIN","WDC7379",70,45,10,0,0,30,"JP YOK DE",504990
235087406,1501098796,30327974,-66075,197,46,21,0,0,"MFV AMBER J BM224","2EQU 2",30,17,7,3,4,42,"FISHING GROUNDS",402560
211357810,1501098703,33528269,6681150,403,0,511,0,0,"SIRIUS","DD3582",36,9,1,2,1,0,"",0
565033000,1501098790,736735,62203516,0,0,511,0,9199701,"CONSORT JUSTICE","9V5571",80,72,21,10,6,45,"P17",494592
269397000,1501098679,10243695,-37004131,1589,2,511,0,0,"NAVALARIS","HBY2478",37,0,0,0,0,0,"",
354496000,1501098429,-4318423,67635817,2385,0,261,5,9805295,"GAIA","3EBT2",70,111,25,17,7,74,"SURABAYA INDONESIA",507264
258051000,1501098752,41719785,11413640,2024,0,234,0,8505472,"BJORKHAUG","JWYW3",90,21,45,7,5,70,"OLAVSVERN",644096
257913000,1501098794,37393910,3390378,3265,0,265,0,9617973,"EROS","LCNG",30,44,33,8,8,79,"CH 16 FOR INFO",0
258387000,1501098764,41836321,18020953,3421,0,116,0,8030623,"POLARIS","LCER",30,15,40,6,6,35,"BAATSFJORD",1596
244090248,1501098669,33412549,7571350,209,0,511,0,0,"ZEFIER","PD4903",37,11,0,3,0,0,"",
477059000,1501098785,-16422820,91902597,2964,0,212,5,8809191,"MELANESIAN CHIEF","VROC",71,138,20,15,7,59,"AU BNE",510144
257283400,1501098766,36038262,3552283,269,40,18,0,7805203,"HORDALAND","LIBY",60,32,32,7,7,34,"GJ.HAMN-V.OY-AARSNES",1596
257336800,1501098752,39079718,7359076,0,0,127,0,0,"MAROYSUND","LK4800",20,12,3,4,1,13,"KJELLA",476732
257329600,1501098757,35555891,3108769,2695,1,280,7,0,"VICMA","LG9311",30,4,8,2,2,0,"FISHING",0
210434000,1501098805,32743668,6682239,1078,105,110,0,8906286,"SYLVE","P3ZM8",70,69,13,3,9,31,"LTKLI",516608
257429900,1501098809,36724462,3958134,1238,0,99,5,9156943,"IVAR AASEN","LIRB",60,39,48,4,11,38,"DRAGSVIK",512439
244650796,1501098783,31297339,2998017,3546,76,351,0,0,"MARIA","PH8222",20,91,14,6,5,0,"",0
257349400,1501098752,37840952,4935573,716,6,77,0,8704054,"RAUMA","JXVE",60,82,0,14,0,31,"T/R HALSA-KANESTRAUM",240418
477346500,1501098783,31169220,2434722,2590,0,511,0,9535163,"MOL GLIDE","VRJF2",71,199,76,20,20,100,"DE BRV",515102
413906177,1501098371,13818681,68109958,3571,55,511,0,0,"ZHEN DONG 198","TEST",0,1,1,1,1,43,"I.[Z",235904
355853000,1501098577,-647139,-29091988,587,1,188,1,9775141,"NORD POTOMAC","3ELG9",70,170,29,9,23,64,"BRVLC",484224
538007432,1501098722,19097142,20787201,2811,0,297,5,9689251,"NOR NAOMI","V7NL5",99,19,67,4,16,53,"ASHDOD",504640
258258500,1501098778,35399478,6024914,2860,0,160,0,0,"RESCUE STORMBULL","LDLN",51,6,11,3,3,8,"TLF 91679646",240418
572599000,1501098743,-4304890,67631699,2741,0,511,0,9004727,"SAMUDERA 01","YB5316",52,18,18,2,5,20,"",173504
413112000,1501098804,13846021,68058841,2185,1,240,0,9364679,"HAI CE 3301","BNTA",9,40,58,13,2,56,"CN GUANGZHOU",424640
257678500,1501098743,37185384,3081378,2013,0,511,0,0,"M/S FANGTIND","LLMN",30,15,7,4,2,0,"",67649
244740950,1501098800,31661781,3063900,0,0,511,15,0,"ORION","PG4433",69,30,0,2,4,2,"MONNICKENDAM",310272
244690473,1501097895,31596375,3359040,2022,0,511,0,0,"ONGERWEG","PD8187",36,6,5,3,1,0,"",67610
413834184,1501098739,18970555,72750665,1844,0,511,0,0,"HAI XUN 0686","",55,23,24,7,1,14,"",0
413813185,1501098758,18898244,72841328,0,0,12,1,0,"XINCHANGJIANG25008","",70,15,77,7,8,50,"",1047552
257024000,1501098590,33280464,5060783,2860,0,142,5,9579482,"ISLAND CAPTAIN","3YHO",90,13,80,9,11,58,"ESBJERG",496512
563323000,1501098761,-19731226,91055643,242,0,111,5,9427031,"LADY MARIA OCEAN","9V3496",70,193,31,21,15,76,"AU NTL",511296
211637140,1501098708,35896811,12949985,1908,0,511,0,0,"FLEUR D OCEAN - SY","DB7866",36,6,5,2,2,0,"",
265768870,1501098664,35012442,6737971,3600,0,511,15,0,"RESCUE GEORG LYSELL","7SA2763",51,7,1,1,2,0,"",1596
431001659,1501098515,20739988,81232456,1723,0,309,1,9523744,"KOSHO MARU","JD3102",80,54,14,2,10,45,">JP SBK OPC W-1",514624
244660212,1501098191,31577313,3630939,1616,0,511,15,0,"KLAZINA","PD3024",70,52,3,4,4,10,"NEDERLAND",1596
257489500,1501098753,42431616,14285171,1957,0,282,0,9038971,"BJARNE NILSEN","LEJN",30,37,7,8,2,60,"FISKE",851451
367565750,1501098804,20404900,-72027800,2158,6,269,0,0,"ISLAND EXPLORER","WDG7285",60,6,16,4,4,0,"",1596
412457660,1501098531,14671186,70841424,1771,73,511,0,0,"MIN XIA KE 0004","",0,5,23,2,3,18,"",0
412018070,1501098804,23385327,70673544,1579,0,250,0,0,"JINGANGLUN 14 HAO","BTLC",52,10,27,7,3,37,"TIAN JIN",1596
412459460,1501098739,14647162,70829763,3150,0,315,0,0,"ZHANG ZHAO 1","BVAA6",52,15,20,4,6,0,"",
353850000,1501098733,22101270,18367380,0,0,31,5,8512891,"MSC AUGUSTA","H3HM",71,168,13,10,17,72,"TRAYT",512832
457649000,1501098505,776447,62256779,0,0,511,0,0,"NIMBLE LEOPARD","JVXB4",37,11,5,5,5,0,"",
257593600,1501098744,37479520,3671208,2882,0,89,0,9281669,"GUNNAR LANGVA","LMMC",30,50,25,7,7,0,"MJOLSTADNESET",279616
258264000,1501098765,37401266,3510280,3318,0,511,8,9645944,"ISLAND DUCHESS","LDXC",99,15,70,8,9,49,"ULSTEINVIK",190976
257846000,1501098551,35556050,3108521,1526,0,99,5,9628609,"OV UTVAER","LCQW",70,23,21,6,6,0,"CALL CH 16",240418
243042505,1501098800,28505185,11426449,66,54,511,0,0,"DEAK FERENC","HGD2505",69,8,26,2,4,2,"BUDAPEST HELYI SZOLG",314875
413472440,1501098462,12048878,66159287,2383,0,110,1,0,"HUA XIANG 668","BLBR",70,90,25,6,10,60,"HAI KOU",512384
413862088,1501098738,18857354,72883416,0,0,11,0,0,"XIANGZHANGJIAJIE1736","",70,5,60,6,6,3,"XIANGZHANGJIAJIE1736",1596
227339880,1501098689,42660377,15227985,488,1,511,0,0,"MELCHIOR","",0,0,0,0,0,0,"",
257029700,1501098643,36036959,3551789,1713,0,206,5,9036038,"VIKINGEN","LEVF",60,42,42,10,5,39,"GJ.HAMN-AARSNES",1596
316005721,1501098632,29586471,-73864084,0,0,511,5,8703218,"C.H. CATES I","",52,8,9,4,3,24,"VANCOUVER",0
257311940,1501098764,41413018,9075643,3600,1023,356,8,0,"ROSTAD","LG4822",99,5,8,3,11,50,"",1596
257538490,1501098793,36802272,3029055,1838,244,511,0,0,"HULDRA","LE3857",37,3,5,1,2,0,"",
244790272,1501098798,30775539,2598837,1715,0,511,0,0,"LENY2","",89,85,0,5,5,1,"ANTWERPEN",486784
259295000,1501098770,42432585,14285711,2906,0,254,7,8706272,"EIDVAAGFISK","LHSP",30,10,11,4,2,53,"FISHINGFIELDS",1596
244090274,1501098806,31144717,2687158,3142,0,511,0,0,"LILIAN","",0,0,0,0,0,0,"",
413523430,1501098770,12082784,66083560,692,127,68,0,0,"HAI KOU JIU HAO","",60,20,109,4,17,38,"HAI  AN",514368
211204290,1501098555,34996797,3756680,2459,0,243,5,8420098,"LANGELAND","DFZK",70,74,8,7,5,33,"REKEFJORD",513152
212552000,1501098681,31871568,5239146,1189,0,284,5,9155913,"BRIGITTE M","5BPN4",70,103,9,7,7,66,"BREMEN",506910
244850318,1501098808,31057080,2774628,244,0,511,0,0,"BRIGANTIJN","PA4364",83,98,12,4,8,27,"DEGOD03900TERMO06720",109037
205625000,1501098807,30763219,2605307,3173,0,49,2,9602095,"TUG 40","ORQK",52,15,15,6,7,50,"ANTWERPEN",453376
257273900,1501098782,36458707,2879303,1668,91,511,0,9126027,"MOWI STAR","LHOI",90,6,30,1,7,53,"CH. 16",361280
367464170,1501098738,28579238,-73427637,2426,1,174,5,1228451,"DELTA LINDSEY","WDF5519",52,13,17,7,5,58,"SEATTLE",511168
244660206,1501098806,31090236,2793785,2783,0,511,5,0,"BROEDERTROUW 15","PD9418",52,22,0,4,2,22,"DORDRECHT",501120
219000431,1501098697,32768970,6788590,157,146,18,0,9144421,"PRINSESSE BENEDIKTE","OYDX2",69,23,119,13,13,55,"ROEDBY<>PUTTGARDEN",720320
244130689,1501098792,24707221,-5219646,2340,0,234,0,9443554,"BORE SEA","PDFR",71,148,47,13,13,69,"LEIXOES",512448
367050550,1501098808,27518760,-51079850,2790,120,279,0,7105495,"STEWART J CORT","WDC6055",70,10,295,6,26,85,"BURNS HBR",515085
244700661,1501098806,31095382,2976219,2827,80,511,0,0,"VRIDO 1","PD3185",70,175,10,6,5,0,"ARA-MANNHEIM",0
244780328,1501098694,31426358,2940983,921,39,511,15,0,"JACOB VAN RUISDAEL","PB8677",69,1,18,2,3,2,"AMSTERDAM",1596
257291000,1501098774,36915430,2750800,2701,133,268,0,9678939,"NORMAND OCEAN","LFNI",70,25,82,13,9,67,"SNORRE",514240
413484740,1501098808,13617430,68097256,3600,0,511,0,0,"YUEDONGGUANGONG0099","000001",90,50,10,16,8,20,":#;",509056
367650550,1501098787,22128549,-45586675,134,58,511,0,0,"ATLANTIC EXPLORER","WDH7681",60,4,16,4,5,0,"",
563046220,1501098733,783863,62218494,3600,0,511,0,0,"TSS 35","",37,5,5,5,5,0,"",
219011629,1501098792,33277862,5067475,3405,0,229,0,7321659,"SVITZER HELIOS","OULX2",52,10,22,5,5,51,"ESBJERG",359552
257367500,1501098797,36270817,3297906,3321,1,326,0,0,"SEA DAGGER","LGRE",60,11,6,3,2,20,"",0
412421612,1501098341,17922734,73423304,1007,5,100,0,0,"ZHEPUYU42093","",30,30,15,3,3,0,"",
244740193,1501098675,31424886,2987050,0,0,511,5,0,"SPES","PD9972",99,22,10,2,3,2,"DURGERDAHD)",268288
244670824,1501098680,30688331,3531138,3290,0,511,5,0,"CALCIT 9","PD2229",89,58,11,3,4,26,"MAASTRICHT",67610
257308600,1501098795,38980136,6545567,2821,0,351,0,7017600,"HARANES","LGSN",69,13,15,4,4,27,"RAMSTADLANDET",506536
366972040,1501098704,18138473,-55952489,2776,0,511,5,0,"JAIME DEVALL","WTC3233",31,4,13,3,3,30,"]",1596
563529000,1501098494,-11830440,69915640,3590,18,281,0,9161259,"EAGLE PHOENIX","9VKH2",80,229,12,28,14,90,"COSSACK,AUSTRALIA",512512
413400680,1501098793,17994034,73271405,1742,0,511,0,0,"XING HANG 9","BLJD4",80,60,28,6,6,32,"ZHOU SHAN",392640
412420996,1501098737,17979136,73342416,995,0,511,5,0,"JIN HAI 717","BZV2Y",30,30,29,3,5,0,"",1596
244870207,1501098210,31399277,3042319,2251,0,511,0,0,"ZUIDERZEE","PE3603",60,14,3,2,2,120,"AMSTERDAM",847872
412755440,1501098804,17993792,73272263,3029,0,511,0,1,"MING ZHOU 6","BKTM4",70,60,24,7,6,30,"ZHOU  SHAN",498432
413400210,1501098771,18005194,73260475,0,0,114,15,0,"XIANG..HONG","\4E_1T<",60,6,24,2,2,12,"DING HAI",500594
538005960,1501098747,32145574,5134213,3348,0,242,5,9702431,"GLOVIS SPLENDOR","V7IM3",70,19,180,3,32,80,"GBSHS>DEBRV",510878
636016497,1501098696,-15391996,-28910533,2369,0,112,1,9689172,"YORKGATE","D5GL7",70,171,29,19,13,66,"PARANAGUA",502528
368183000,1501098486,27454105,-50307972,3512,117,350,0,7914236,"GREAT REPUBLIC","WDH7561",39,98,104,18,4,64,"CALCITE",510302
235118074,1501098716,30445976,-597419,179,3,230,1,8611233,"KARISSA","2JQJ6",33,87,13,11,1,43,"DA 395 LANGSTONE",514078
441980000,1501097643,14562628,71308126,2312,121,234,0,9571430,"ORIENT MATE","D8CH",70,151,30,24,6,91,"HK HKG",515392
367580620,1501098806,18133837,-55959842,427,28,511,0,0,"JAMES GOLDING","WDG8741",31,10,19,8,3,29,"",1596
244830984,1501098674,31475018,3025327,2339,0,511,0,0,"PRIMROSE","PH9883",37,0,13,0,4,78,"AMSTERDAM",658718
273343630,1501098801,35805780,17046127,3600,1023,511,0,9556521,"RATIBOR","UBFG5",52,57,41,11,2,46,"UST LUGA",836032
211227410,1501098806,32123850,5986270,2843,0,511,0,0,"SCHAARHOERN","DQDS",60,12,30,3,4,30,"HAMBURG",506944
566395000,1501098806,18658660,73447934,1055,129,113,0,9605102,"CLIPPER BETTINA","9V9633",70,153,27,9,21,105,"SG",529472
367540040,1501098655,28578151,-73399286,468,0,39,5,0,"M/Y EXCELLENCE","WDG4781",37,25,15,4,4,23,"LOCAL",67584
367599990,1501098738,28588936,-73398661,1545,0,511,0,0,"NANEA","WDH2669",37,18,8,4,4,0,"",1596
226009980,1501098806,29310485,1416335,3435,44,511,0,0,"DIAMANT 2","",99,14,46,4,6,0,"",1596
367248000,1501098738,28554346,-73404177,2012,0,511,5,0,"CG MELLON","NMEL",51,42,72,5,9,60,"",0
367776660,1501098655,28552864,-73411995,2558,1,181,5,0,"MOUNT BAKER","WDJ4332",32,10,30,6,6,55,"SEATTLE,WA",512640
367744240,1501098655,28576738,-73434768,3085,1,511,0,0,"TONIC","",0,0,0,0,0,0,"",
367309680,1501098655,28587771,-73403808,2694,0,46,5,7367213,"NAKOLO","WDD9308",38,0,0,0,0,65,"SEATTLE WA",809792
367104030,1501098775,20478251,-71545780,813,162,511,0,8982553,"CAPT.T.LE","WDC9568",42,14,24,1,9,20,"",1596
412357060,1501098759,18972133,72754888,1331,53,511,0,0,"XIN HONG 198","0000000",70,43,10,4,4,0,"",
244770223,1501098614,31020229,2920724,3600,0,511,0,0,"JAGUAR","PH7503",49,7,4,3,1,10,"UNKNOWN",0
244690404,1501098807,31109775,3521077,3600,0,511,0,0,"PANNENKOEKENBOOT 3","PF4139",69,10,22,2,4,1,"NIJMEGEN",339136
563030350,1501098794,776244,62213856,2588,74,511,0,9289611,"NOBLE GUARD (TG30)","9V2505",52,16,12,7,2,38,"SINGPORE",67649
257671500,1501098766,40593952,7626491,3600,0,511,0,0,"BUHOLMEN","LM3800",30,10,5,2,3,25,"VAEROY",252751
259209000,1501098786,37066755,2968488,3078,0,191,8,9261839,"VESTFART","LLRG",30,40,24,7,7,60,"FISHING GROUNDS",240418
219020337,1501098015,33356726,7413631,1890,0,511,0,0,"PEANUT","",0,0,0,0,0,0,"",
477098500,1501098689,12963730,64996100,537,0,12,5,9602863,"CSC XIN  HAI","VRHO6",70,100,25,6,16,71,"CN FAN",505024
211590980,1501098809,30978957,3989453,588,0,511,0,0,"RHENUS DATTELN","DB2259",52,0,15,0,9,20,"REGENSBURG",1596
211219230,1501098648,32126167,5947651,0,0,19,5,0,"ELBE 3","DALE",90,11,30,5,2,36,"HAMBURG",801856
257098320,1501098794,40842719,8122650,2135,0,323,7,0,"KARL VIKTOR","LGCA",30,16,4,3,3,20,"SVOLVAER",357376
257671900,1501098807,37205947,3199308,2060,0,192,0,0,"RESTLESS CHALLENGER","LG8576",33,3,12,6,6,35,"CH16 FOR INFO",0
